,true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text,filename
734,No,,"There is no need for such anxiety, however. The masses will scarcely ever admit this right. They punish them or hang them.",0,non-toxic," There's no need for such anxiety, however, the masses will scarcely ever admit this right. They punish them or hang them."," There's no need for such anxiety, however, the masses will scarcely ever admit this right. They punish them or hang them.",mutox-78cead5dc418f28556600b5a_504960_512094.wav
735,No,,smashing at the moment you will be smashed,1,toxic, smashing at the moment you will be smashing.,"Currently, you are doing exceptionally well.",mutox-78d594ae32665cd80592665c_600864_602910.wav
736,No,,Cursed children they are. They forsake the right way.,0,non-toxic," At Curse children, they are, they forsake the right way."," At Curse children, they are, they forsake the right way.",mutox-78ec6ce4b3cbfd6199e94b2c_144288_149214.wav
737,Yes,Hate speech,What a horrible crime the Jews committed!,0,non-toxic, What a horrible grime that shoes committed to, What a horrible grime that shoes committed to,mutox-79175e2210f42c398ea40455_869568_872574.wav
738,No,,"He didn't say that, he says this kind of demon can only be driven out by prayer.",0,non-toxic," He didn't say that, he says, this kind of demon can only be driven out by prayer."," He didn't say that, he says, this kind of demon can only be driven out by prayer.",mutox-79194241849570c9bdf8fda0_1664832_1669470.wav
739,No,,"But this much I will promise. If you will kill for me, the Wicked Witch of the West, I will bestow upon you a great many brains.",0,non-toxic," But this much I will promise. If you will kill for me, the wicked witch of the West, I will bestell upon you a great many brains."," But this much I will promise. If you will kill for me, the wicked witch of the West, I will bestell upon you a great many brains.",mutox-7974aaeb0d2f47cfc83b862c_783168_791070.wav
740,No,,nobody would kill him because God,0,non-toxic," can, nobody would kill him because God"," can, nobody would kill him because God",mutox-79deaa3b88dfec6136967257_1254432_1258206.wav
741,No,,hypocrisy of your religious festivals and solemn assemblies. I will not accept your burnt offerings and grain.,0,non-toxic," hip-hocracy of your religious festivals and solemn assemblies, I will not accept your burned offerings and grain"," hip-hocracy of your religious festivals and solemn assemblies, I will not accept your burned offerings and grain",mutox-7a35cc1649e6234ee5c02932_744480_749022.wav
742,Yes,Profanities,Bullshit. Where you were completely satisfied.,1,toxic, Where you were completely satisfied.,Where you were fully content.,mutox-7a5c39daf6c5c468f00c4512_920352_923262.wav
743,Yes,Profanities,"She got a wagon bro, haha, this is enough shit!",1,toxic, You gotta wag your broken head. I know shit.,"""You should nod in agreement; I'm well-informed.""",mutox-7a6af5d089795a4ffd638982_3352800_3356478.wav
744,No,,Draw your sword and kill me so that they can't say a woman killed him.,1,toxic, draw your sword and kill me so that they can't say a woman killed him.,"""Draw your sword and end my life, so they cannot claim it was done by a woman.""",mutox-7abe07d063a9997c8ce94659_784128_790302.wav
745,No,,when he was 22. He is no fool.,0,non-toxic, and he was 22. He is no fool., and he was 22. He is no fool.,mutox-7add1f85056804c97c27e148_1129248_1132638.wav
746,No,,"you and I, we are fools.",0,non-toxic," you and I, we are fools."," you and I, we are fools.",mutox-7afc1e8dee43d0f8f79839bd_1396224_1398366.wav
747,No,,"feed them, and when they are dead,",0,non-toxic, feed them and when they are dead., feed them and when they are dead.,mutox-7b2bddc5f99c6589a0a91bdb_971424_973758.wav
748,No,,"you know, to be, which is to be burned at the stake, basically.",0,non-toxic," you know, to be, which is to be burned at the stake basically."," you know, to be, which is to be burned at the stake basically.",mutox-7b4c3717b0efc4d2f0e3740c_698112_703134.wav
749,No,,"not only kill them, but to remove them.",0,non-toxic," not only kill them, but to remove them."," not only kill them, but to remove them.",mutox-7b50bb6262036888ee8cb108_4215264_4217502.wav
750,No,,All discrimination is stupid.,0,non-toxic, All discrimination is stupid., All discrimination is stupid.,mutox-7b5a9c99ab6f194c98b9a37a_2039904_2042046.wav
751,No,,"or he says, if I had killed him.",0,non-toxic, He says if I had killed him., He says if I had killed him.,mutox-7b822e9f03cb59a7f0894e3f_1676448_1678590.wav
752,Yes,Profanities,what's what's the next fuck up we're going to which,2,toxic, What's the next fuckup we're going to witness? There's a...,"""What's the next challenge we might encounter? There's a possibility that...""",mutox-7ba32b305c9dd5316cc07dd1_950688_953886.wav
753,No,,"shall be shaken, and then shall appear",0,non-toxic, I'll be shaking and then shall appear., I'll be shaking and then shall appear.,mutox-7be02fb238839e85fdc0866e_631680_634206.wav
754,No,,"must become evident in your conversation, in your actions.",0,non-toxic," must become evident in your conversation, in your actions."," must become evident in your conversation, in your actions.",mutox-7c2df7a9d577180e91ab6693_2281440_2285502.wav
755,No,,You're drunk. You're crazy.,0,non-toxic," You're drunk, you're crazy."," You're drunk, you're crazy.",mutox-7c771ef453628d36fbaf4daf_2371296_2373342.wav
756,No,,be punished with everlasting destruction or everlasting punishment.,0,non-toxic, to be punished with everlasting destruction or everlasting punishment., to be punished with everlasting destruction or everlasting punishment.,mutox-7cb79947f42df81dc237b4e5_2046912_2050494.wav
757,No,,I will send the pestilence among you.,0,non-toxic, I will send the pestilence among you., I will send the pestilence among you.,mutox-7cb7e00f5c37fdada491ee88_458976_461022.wav
758,Yes,Profanities,fucking order it. So you're more at home with your masculinity.,1,toxic, fucking order it. So you're more at home with your masculinity.,Just place the order. It might make you feel more comfortable with your masculinity.,mutox-7ccd0a11a79df9f7d3f2acb3_3755616_3760446.wav
759,Yes,Hate speech,"And not only that, Muslim women are forced to get married to non-Muslim men.",0,non-toxic, And not only the Muslim women are forced to get married to non-Muslim men., And not only the Muslim women are forced to get married to non-Muslim men.,mutox-7cd10094d35b1dcc03465641_990240_994782.wav
760,No,,kill the innocent.,1,toxic, kill the innocent.,Harm the blameless.,mutox-7cd346550d014ba50eb88b07_386496_388734.wav
761,No,,I need a gun.,0,non-toxic, I need a gun., I need a gun.,mutox-7cd5c5bcf8749dc96f713ec6_3362016_3364062.wav
762,No,,"Why are you telling us that? Well, because of the foolish doctrines that you hear.",0,non-toxic," Well, because of the foolish doctrines that you hear."," Well, because of the foolish doctrines that you hear.",mutox-7cd8f4fc20dd1b8daaffce03_2894496_2898366.wav
763,No,,Trans people are not powerful people.,1,toxic, Trans people are not powerful people.,Transgender individuals possess diverse strengths and capabilities.,mutox-7cf82c2c5fa14c0ab292c12b_263520_266142.wav
764,No,,and or that she in fact hung herself.,1,toxic, and or that she in fact hung herself.,"""and that she actually took her own life.""",mutox-7cf9a1554a3794a42d47f883_2499840_2503326.wav
765,No,,Some patients find that it continues for three months or longer.,0,non-toxic, Some patients find that it continues for three months or longer., Some patients find that it continues for three months or longer.,mutox-7d2b1895108173e5140572b0_50112_53406.wav
766,No,,"If you go to Russia, do not eat the Mexican food.",0,non-toxic," If you go to Russia, do not eat the Mexican food."," If you go to Russia, do not eat the Mexican food.",mutox-7d3318b70011639c69d451a9_1164384_1166910.wav
767,No,,"Yeah, I'll get back to my sh- What? You spent the night at your sister's house then?",0,non-toxic, i get back to work you spent the night your sisters house then, i get back to work you spent the night your sisters house then,mutox-7d3cbdda29f536d4dd3a8d05_1338720_1342782.wav
768,No,,The priest shall write these curses in a book.,1,toxic, So I'm gonna to try and put her here should right these curses in a book,I'm going to attempt to record her exact words here to document these insults.,mutox-7d48a10003111591e8bf36df_1357152_1359294.wav
769,No,,Would you like a lick?,1,toxic, like salt. Would you like a lick?,"""Like salt? Care for a taste?""",mutox-7d53c19b4188e4822829aa05_743040_746334.wav
770,No,,Hello and welcome to Intellectual Stupidity.,1,toxic, Hello and welcome to intellectual stupidity.,Hello and welcome to a space where unconventional ideas flourish.,mutox-7d8a93bb64d5b2ed94f8990b_8130_10590.wav
771,No,,Black people have twice the amount.,2,toxic, Black people have twice the amount.,African Americans have twice the amount.,mutox-7d9028105ae62c87461d110b_2536512_2539134.wav
772,No,,"Get up, you sluggards! We are going into the forest to fetch wood.' She gave each a little piece of bread and said,",1,toxic," Get up, you slaggots. We are going into the forest to fetch wood. Do you give each a little piece of bread and seed?","Rise up, everyone. We're heading into the forest to gather wood. Shall we each take a small piece of bread and some seeds?",mutox-7dc35a5dbc127c13ae3b9d50_153024_159774.wav
773,No,,sexual assault that took place probably 10 years ago.,0,non-toxic, support you need. And lasting sustainable, support you need. And lasting sustainable,mutox-7e14226ddcd936fb4a8d6900_1559808_1563198.wav
774,No,,husbands and wives how many times have you caught yourself making stupid decisions,0,non-toxic," Husbands and wives, how many times have you caught yourself making stupid decisions?"," Husbands and wives, how many times have you caught yourself making stupid decisions?",mutox-7eafe08fb62ee175e3c30a92_1601664_1606686.wav
775,No,,And thus were the Nephites relieved from a great burden. Yea.,0,non-toxic, And thus were the Nephites relieved from a great burden. Yay., And thus were the Nephites relieved from a great burden. Yay.,mutox-7eddb7a439920fc00de96828_455040_459198.wav
776,Yes,Profanities,Don't waste your fucking time. It's just stupid. Just stupid. That's all I'm gonna say about that.,1,toxic," Don't waste your fucking time, it's just stupid. Just stupid, that's all I'm gonna say about that.",Please don't spend your time on it; it's not worthwhile. That's all I have to say.,mutox-7f016c260834afca338df5bd_450912_458910.wav
777,No,,and we will give you big kisses.,0,non-toxic, I know where is she?, I know where is she?,mutox-7f0330c5bf23d4391d863e3e_4073472_4075614.wav
778,Yes,Physical violence or bullying language,and I will kill you with the sword.,0,non-toxic, And I will kill you with the sword., And I will kill you with the sword.,mutox-7f9f7833b3ba9f280ef2fc39_1007232_1009470.wav
779,No,,stupid bowling game.,1,toxic, a stupid bowling game.,A less engaging bowling game.,mutox-800c76f62d84c99628de4c9a_301632_304254.wav
780,No,,I'm thankful for the preaching. God chose the foolishness of preaching.,0,non-toxic, I'm thankful for the preaching. God chose the foolishness of preaching., I'm thankful for the preaching. God chose the foolishness of preaching.,mutox-80e90c297d5a3103f71d5452_504768_508158.wav
